primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
Moneyball;movie;2011;133;Biography;Bennett Miller;7.6;495992
Bicycle Thieves;movie;1948;89;Drama;Vittorio De Sica;8.2;188719
Frozen;movie;2013;102;Adventure;Chris Buck;7.4;697706
Apocalypto;movie;2006;139;Action;Mel Gibson;7.8;349735
La haine;movie;1995;98;Crime;Mathieu Kassovitz;8.1;217505
Boogie Nights;movie;1997;155;Drama;Paul Thomas Anderson;7.9;296646
The Untouchables;movie;1987;119;Crime;Brian De Palma;7.8;347947
Mission: Impossible - Fallout;movie;2018;147;Action;Christopher McQuarrie;7.7;410124
Call Me by Your Name;movie;2017;132;Drama;Luca Guadagnino;7.8;347115
Rosemary's Baby;movie;1968;137;Drama;Roman Polanski;8.0;251992
Man on Fire;movie;2004;146;Action;Tony Scott;7.7;409033
PK;movie;2014;153;Comedy;Rajkumar Hirani;8.1;215591
Brokeback Mountain;movie;2005;134;Drama;Ang Lee;7.7;407795
Fantastic Mr. Fox;movie;2009;87;Adventure;Wes Anderson;7.9;293975
The Lego Movie;movie;2014;100;Action;Phil Lord;7.7;407602
Source Code;movie;2011;93;Action;Duncan Jones;7.5;573567
Manchester by the Sea;movie;2016;137;Drama;Kenneth Lonergan;7.8;344023
Crouching Tiger, Hidden Dragon;movie;2000;120;Action;Ang Lee;7.9;290695
The Seventh Seal;movie;1957;96;Drama;Ingmar Bergman;8.1;211924
The Fugitive;movie;1993;130;Action;Andrew Davis;7.8;338726
Love Actually;movie;2003;135;Comedy;Richard Curtis;7.5;563104
Gandhi;movie;1982;191;Biography;Richard Attenborough;8.0;245335
Annie Hall;movie;1977;93;Comedy;Woody Allen;7.9;286317
Indiana Jones and the Temple of Doom;movie;1984;118;Action;Steven Spielberg;7.5;558672
Midnight in Paris;movie;2011;94;Comedy;Woody Allen;7.6;465147
Ice Age;movie;2002;81;Adventure;Chris Wedge;7.5;551639
Ip Man;movie;2008;106;Action;Wilson Yip;8.0;240446
Avatar: The Way of Water;movie;2022;192;Action;James Cameron;7.5;547118
Butch Cassidy and the Sundance Kid;movie;1969;110;Adventure;George Roy Hill;8.0;235681
Limitless;movie;2011;105;Sci-Fi;Neil Burger;7.4;636616
Deadpool & Wolverine;movie;2024;128;Action;Shawn Levy;7.5;531602
Atonement;movie;2007;123;Drama;Joe Wright;7.8;320107
The Godfather Part III;movie;1990;162;Crime;Francis Ford Coppola;7.6;445184
In the Name of the Father;movie;1993;133;Biography;Jim Sheridan;8.1;199018
Mary and Max;movie;2009;92;Animation;Adam Elliot;8.1;198740
Barry Lyndon;movie;1975;185;Adventure;Stanley Kubrick;8.1;197928
A Star Is Born;movie;2018;136;Drama;Bradley Cooper;7.6;440883
Looper;movie;2012;119;Action;Rian Johnson;7.4;621823
28 Days Later;movie;2002;113;Drama;Danny Boyle;7.5;520251
Serenity;movie;2005;119;Action;Joss Whedon;7.8;312655
The Machinist;movie;2004;101;Drama;Brad Anderson;7.6;434431
Spider-Man: Far from Home;movie;2019;129;Action;Jon Watts;7.4;614591
The Handmaiden;movie;2016;145;Drama;Park Chan-wook;8.1;194057
Being John Malkovich;movie;1999;113;Comedy;Spike Jonze;7.7;365208
The Chaos Class;movie;1975;85;Comedy;Ertem Egilmez;9.2;45116
Rashomon;movie;1950;88;Crime;Akira Kurosawa;8.1;192463
The Third Man;movie;1949;104;Drama;Carol Reed;8.1;192002
Back to the Future Part III;movie;1990;118;Adventure;Robert Zemeckis;7.5;507907
Wonder Woman;movie;2017;141;Action;Patty Jenkins;7.3;727109
The Hobbit: The Battle of the Five Armies;movie;2014;144;Adventure;Peter Jackson;7.4;605042
Moana;movie;2016;107;Adventure;Ron Clements;7.6;426185
X2: X-Men United;movie;2003;134;Action;Bryan Singer;7.4;603567
Die Hard with a Vengeance;movie;1995;128;Action;John McTiernan;7.6;424210
Crazy, Stupid, Love.;movie;2011;118;Comedy;Glenn Ficarra;7.4;601684
K.G.F: Chapter 2;movie;2022;166;Action;Prashanth Neel;8.2;163470
Akira;movie;1988;124;Action;Katsuhiro Ôtomo;8.0;220267
I Am Legend;movie;2007;101;Drama;Francis Lawrence;7.2;860675
The Fault in Our Stars;movie;2014;126;Drama;Josh Boone;7.6;418932
True Romance;movie;1993;119;Crime;Tony Scott;7.9;255912
Inside Man;movie;2006;129;Crime;Spike Lee;7.6;417963
The Others;movie;2001;104;Horror;Alejandro Amenábar;7.6;417030
Gangs of New York;movie;2002;167;Crime;Martin Scorsese;7.5;494337
Donnie Brasco;movie;1997;127;Biography;Mike Newell;7.7;349258
The Hurt Locker;movie;2008;131;Drama;Kathryn Bigelow;7.5;488744
Scott Pilgrim vs. the World;movie;2010;112;Action;Edgar Wright;7.5;487807
Capernaum;movie;2018;126;Drama;Nadine Labaki;8.4;119460
O Brother, Where Art Thou?;movie;2000;107;Adventure;Joel Coen;7.7;345595
Dil Bechara;movie;2020;101;Comedy;Mukesh Chhabra;8.3;136733
A Fistful of Dollars;movie;1964;99;Drama;Sergio Leone;7.9;248253
Network;movie;1976;121;Drama;Sidney Lumet;8.1;182426
Coraline;movie;2009;100;Animation;Henry Selick;7.8;290124
Gattaca;movie;1997;106;Drama;Andrew Niccol;7.7;340178
X-Men;movie;2000;104;Action;Bryan Singer;7.3;681248
Juno;movie;2007;96;Comedy;Jason Reitman;7.4;566756
Mulan;movie;1998;87;Adventure;Tony Bancroft;7.7;337691
Shershaah;movie;2021;135;Action;Vishnuvardhan;8.3;133913
Carlito's Way;movie;1993;144;Crime;Brian De Palma;7.9;243262
Lucky Number Slevin;movie;2006;110;Crime;Paul McGuigan;7.7;335298
Hamilton;movie;2020;160;Biography;Thomas Kail;8.3;133377
Planet of the Apes;movie;1968;112;Adventure;Franklin J. Schaffner;8.0;207377
All Quiet on the Western Front;movie;2022;148;Drama;Edward Berger;7.8;283786
John Wick: Chapter 4;movie;2023;169;Action;Chad Stahelski;7.6;394715
The Invisible Guest;movie;2016;106;Crime;Oriol Paulo;8.0;207028
Mission: Impossible - Ghost Protocol;movie;2011;132;Action;Brad Bird;7.4;557013
Cinderella Man;movie;2005;144;Biography;Ron Howard;8.0;206244
As Good as It Gets;movie;1997;139;Comedy;James L. Brooks;7.7;332153
John Wick: Chapter 2;movie;2017;122;Action;Chad Stahelski;7.4;554440
Apollo 13;movie;1995;140;Adventure;Ron Howard;7.7;330452
Hidden Figures;movie;2016;127;Biography;Theodore Melfi;7.8;280434
Halloween;movie;1978;91;Horror;John Carpenter;7.7;328714
It;movie;2017;135;Horror;Andy Muschietti;7.3;658532
On the Waterfront;movie;1954;108;Crime;Elia Kazan;8.1;174844
Collateral;movie;2004;120;Action;Michael Mann;7.5;457400
Walk the Line;movie;2005;136;Biography;James Mangold;7.8;276830
Men in Black;movie;1997;98;Action;Barry Sonnenfeld;7.3;649706
Iron Man 3;movie;2013;130;Action;Shane Black;7.1;945884
Shrek 2;movie;2004;93;Adventure;Andrew Adamson;7.4;540963
Little Women;movie;2019;135;Drama;Greta Gerwig;7.8;273977
Tenet;movie;2020;150;Action;Christopher Nolan;7.3;644298
The Blind Side;movie;2009;129;Biography;John Lee Hancock;7.6;379712
Ran;movie;1985;160;Action;Akira Kurosawa;8.2;147310
The Goonies;movie;1985;114;Adventure;Richard Donner;7.7;318220
All About Eve;movie;1950;138;Drama;Joseph L. Mankiewicz;8.2;146768
Ant-Man;movie;2015;117;Action;Peyton Reed;7.2;763861
Ready Player One;movie;2018;140;Action;Steven Spielberg;7.4;527291
Cool Hand Luke;movie;1967;127;Crime;Stuart Rosenberg;8.0;195525
Harakiri;movie;1962;133;Drama;Masaki Kobayashi;8.6;83466
True Grit;movie;2010;110;Drama;Ethan Coen;7.6;370549
The Terminal;movie;2004;128;Comedy;Steven Spielberg;7.4;522786
The Town;movie;2010;125;Crime;Ben Affleck;7.5;438263
Now You See Me;movie;2013;115;Crime;Louis Leterrier;7.2;750031
Castle in the Sky;movie;1986;124;Adventure;Hayao Miyazaki;8.0;193803
Nausicaä of the Valley of the Wind;movie;1984;117;Adventure;Hayao Miyazaki;8.0;193224
The Blues Brothers;movie;1980;133;Adventure;John Landis;7.9;225108
The Kid;movie;1921;68;Comedy;Charles Chaplin;8.2;143192
The Devil's Advocate;movie;1997;144;Drama;Taylor Hackford;7.5;432071
A Few Good Men;movie;1992;138;Drama;Rob Reiner;7.7;307706
Wind River;movie;2017;107;Crime;Taylor Sheridan;7.7;303835
Batman;movie;1989;126;Action;Tim Burton;7.5;425085
Yojimbo;movie;1961;110;Action;Akira Kurosawa;8.2;140093
Split;movie;2016;117;Horror;M. Night Shyamalan;7.3;603528
Troy;movie;2004;163;Action;Wolfgang Petersen;7.3;602122
The Treasure of the Sierra Madre;movie;1948;126;Adventure;John Huston;8.2;139162
Misery;movie;1990;107;Drama;Rob Reiner;7.8;254962
Rebecca;movie;1940;130;Drama;Alfred Hitchcock;8.1;160521
127 Hours;movie;2010;94;Biography;Danny Boyle;7.5;418532
Lord of War;movie;2005;122;Crime;Andrew Niccol;7.6;352872
The Artist;movie;2011;100;Comedy;Michel Hazanavicius;7.8;253540
Sherlock Holmes: A Game of Shadows;movie;2011;129;Action;Guy Ritchie;7.4;496438
50/50;movie;2011;100;Comedy;Jonathan Levine;7.6;349570
Man of Steel;movie;2013;143;Action;Zack Snyder;7.1;854145
First Blood;movie;1982;93;Action;Ted Kotcheff;7.7;294144
3:10 to Yuma;movie;2007;122;Action;James Mangold;7.6;346281
CODA;movie;2021;111;Comedy;Sian Heder;8.0;182533
Eyes Wide Shut;movie;1999;159;Drama;Stanley Kubrick;7.5;408656
In the Mood for Love;movie;2000;98;Drama;Wong Kar-Wai;8.0;182154
Captain Fantastic;movie;2016;118;Comedy;Matt Ross;7.8;246622
Come and See;movie;1985;142;Drama;Elem Klimov;8.3;116575
Bridge of Spies;movie;2015;142;Drama;Steven Spielberg;7.6;339782
The Holdovers;movie;2023;133;Comedy;Alexander Payne;7.9;208623
Remember the Titans;movie;2000;113;Biography;Boaz Yakin;7.8;244020
The Illusionist;movie;2006;110;Drama;Neil Burger;7.5;400175
JFK;movie;1991;189;Drama;Oliver Stone;8.0;178603
The Banshees of Inisherin;movie;2022;114;Comedy;Martin McDonagh;7.7;285782
The Aviator;movie;2004;170;Biography;Martin Scorsese;7.5;399424
Young Frankenstein;movie;1974;106;Comedy;Mel Brooks;8.0;177423
Jackie Brown;movie;1997;154;Crime;Quentin Tarantino;7.5;395489
Willy Wonka & the Chocolate Factory;movie;1971;100;Adventure;Mel Stuart;7.8;240091
Borat;movie;2006;84;Comedy;Larry Charles;7.4;466868
American Sniper;movie;2014;133;Action;Clint Eastwood;7.3;557970
John Wick: Chapter 3 - Parabellum;movie;2019;130;Action;Chad Stahelski;7.4;465984
Airplane!;movie;1980;88;Comedy;Jim Abrahams;7.7;280031
The Royal Tenenbaums;movie;2001;110;Comedy;Wes Anderson;7.6;327376
Creed;movie;2015;133;Action;Ryan Coogler;7.6;327227
Let the Right One In;movie;2008;114;Drama;Tomas Alfredson;7.8;236128
A Silent Voice: The Movie;movie;2016;130;Animation;Naoko Yamada;8.2;128983
The Matrix Reloaded;movie;2003;138;Action;Lana Wachowski;7.2;659262
Baahubali 2: The Conclusion;movie;2017;167;Action;S.S. Rajamouli;8.2;127785
Seven Pounds;movie;2008;123;Drama;Gabriele Muccino;7.6;322795
Don't Look Up;movie;2021;138;Comedy;Adam McKay;7.2;650962
Changeling;movie;2008;141;Biography;Clint Eastwood;7.7;272358
Primal Fear;movie;1996;129;Crime;Gregory Hoblit;7.7;271339
Thor;movie;2011;115;Action;Kenneth Branagh;7.0;947051
Straight Outta Compton;movie;2015;147;Biography;F. Gary Gray;7.8;230128
Philadelphia;movie;1993;125;Drama;Jonathan Demme;7.7;269472
Total Recall;movie;1990;113;Action;Paul Verhoeven;7.5;373970
The Girl with the Dragon Tattoo;movie;2009;152;Crime;Niels Arden Oplev;7.8;228170
Senna;movie;2010;106;Biography;Asif Kapadia;8.5;82533
The Boy in the Striped Pajamas;movie;2008;94;Drama;Mark Herman;7.7;266319
Mission: Impossible - Dead Reckoning Part One;movie;2023;163;Action;Christopher McQuarrie;7.6;313194
Dogville;movie;2003;171;Crime;Lars von Trier;8.0;165990
21 Jump Street;movie;2012;109;Action;Phil Lord;7.2;630708
What's Eating Gilbert Grape;movie;1993;118;Drama;Lasse Hallström;7.7;264751
The Great Gatsby;movie;2013;143;Drama;Baz Luhrmann;7.2;629254
Mission: Impossible - Rogue Nation;movie;2015;131;Action;Christopher McQuarrie;7.4;438134
Interview with the Vampire;movie;1994;123;Drama;Neil Jordan;7.5;368171
Hero;movie;2002;107;Action;Yimou Zhang;7.9;192026
Moulin Rouge!;movie;2001;127;Drama;Baz Luhrmann;7.6;309969
Wonder;movie;2017;113;Drama;Stephen Chbosky;7.9;191575
When Harry Met Sally...;movie;1989;95;Comedy;Rob Reiner;7.7;260592
10 Things I Hate About You;movie;1999;97;Comedy;Gil Junger;7.4;432026
Cars;movie;2006;116;Adventure;John Lasseter;7.3;516049
The Little Mermaid;movie;1989;83;Adventure;Ron Clements;7.6;305892
Gone Baby Gone;movie;2007;114;Crime;Ben Affleck;7.6;304753
I'm Still Here;movie;2024;137;Biography;Walter Salles;8.2;120807
Toy Story 4;movie;2019;100;Adventure;Josh Cooley;7.6;303933
Incredibles 2;movie;2018;118;Action;Brad Bird;7.5;359281
Bullet Train;movie;2022;127;Action;David Leitch;7.3;509555
Scream;movie;1996;111;Horror;Wes Craven;7.4;426351
Office Space;movie;1999;89;Comedy;Mike Judge;7.6;302969
Brazil;movie;1985;132;Drama;Terry Gilliam;7.8;219131
Les Misérables;movie;2012;158;Drama;Tom Hooper;7.5;357518
RoboCop;movie;1987;102;Action;Paul Verhoeven;7.6;301879
Sita Ramam;movie;2022;163;Action;Hanu Raghavapudi;8.5;78995
Pirates of the Caribbean: At World's End;movie;2007;169;Action;Gore Verbinski;7.1;729454
Mr. Nobody;movie;2009;141;Drama;Jaco Van Dormael;7.7;254380
Road to Perdition;movie;2002;117;Crime;Sam Mendes;7.6;296347
Stardust;movie;2007;127;Adventure;Matthew Vaughn;7.6;294887
The Man from Earth;movie;2007;87;Drama;Richard Schenkman;7.8;213499
Paris, Texas;movie;1984;145;Drama;Wim Wenders;8.1;135430
Puss in Boots: The Last Wish;movie;2022;102;Action;Joel Crawford;7.8;213309
Train to Busan;movie;2016;118;Action;Yeon Sang-ho;7.6;293838
Before Midnight;movie;2013;109;Drama;Richard Linklater;7.9;181954
Roman Holiday;movie;1953;118;Comedy;William Wyler;8.0;155783
Hugo;movie;2011;126;Adventure;Martin Scorsese;7.5;345532
Beetlejuice;movie;1988;92;Comedy;Tim Burton;7.4;409123
Transformers;movie;2007;144;Action;Michael Bay;7.1;705207
Lethal Weapon;movie;1987;109;Action;Richard Donner;7.6;290282
Stalker;movie;1979;162;Drama;Andrei Tarkovsky;8.0;153491
Sinners;movie;2025;137;Action;Ryan Coogler;7.6;286741
The Nice Guys;movie;2016;116;Action;Shane Black;7.4;402151
Ikiru;movie;1952;143;Drama;Akira Kurosawa;8.3;99115
End of Watch;movie;2012;109;Action;David Ayer;7.6;285718
The Greatest Showman;movie;2017;105;Biography;Michael Gracey;7.5;336429
Bowling for Columbine;movie;2002;120;Crime;Michael Moore;8.0;151467
Shang-Chi and the Legend of the Ten Rings;movie;2021;132;Action;Destin Daniel Cretton;7.3;474837
A Christmas Story;movie;1983;93;Comedy;Bob Clark;7.9;175871
Isle of Dogs;movie;2018;101;Adventure;Wes Anderson;7.8;204710
No Time to Die;movie;2021;163;Action;Cary Joji Fukunaga;7.3;472489
The Mountain II;movie;2016;135;Action;Alper Caglar;8.2;112045
Clerks;movie;1994;92;Comedy;Kevin Smith;7.7;238225
Andhadhun;movie;2018;139;Crime;Sriram Raghavan;8.2;111487
Blue Velvet;movie;1986;120;Crime;David Lynch;7.7;237039
The Shape of Water;movie;2017;123;Drama;Guillermo del Toro;7.3;465602
Baahubali: The Beginning;movie;2015;159;Action;S.S. Rajamouli;8.0;148444
The Maltese Falcon;movie;1941;100;Crime;John Huston;7.9;172268
Kantara;movie;2022;148;Action;Rishab Shetty;8.2;110527
Mr. Smith Goes to Washington;movie;1939;129;Comedy;Frank Capra;8.1;127553
Gangs of Wasseypur;movie;2012;321;Action;Anurag Kashyap;8.2;110452
Babel;movie;2006;143;Drama;Alejandro G. Iñárritu;7.5;325762
Unbreakable;movie;2000;106;Drama;M. Night Shyamalan;7.3;461204
Lagaan: Once Upon a Time in India;movie;2001;224;Drama;Ashutosh Gowariker;8.1;126254
Cloud Atlas;movie;2012;172;Drama;Tom Tykwer;7.4;383266
Eastern Promises;movie;2007;100;Crime;David Cronenberg;7.6;273241
The Gold Rush;movie;1925;95;Adventure;Charles Chaplin;8.1;126022
The Equalizer;movie;2014;132;Action;Antoine Fuqua;7.3;454352
Rang De Basanti;movie;2006;167;Comedy;Rakeysh Omprakash Mehra;8.1;125251
Ghost in the Shell;movie;1995;83;Action;Mamoru Oshii;7.9;168544
The Reader;movie;2008;124;Drama;Stephen Daldry;7.6;270813
Lone Survivor;movie;2013;121;Action;Peter Berg;7.5;319023
Hell or High Water;movie;2016;102;Crime;David Mackenzie;7.6;269993
Despicable Me 2;movie;2013;98;Adventure;Pierre Coffin;7.3;450260
Who Framed Roger Rabbit;movie;1988;104;Adventure;Robert Zemeckis;7.7;228890
Judgment at Nuremberg;movie;1961;179;Drama;Stanley Kramer;8.3;93738
Papillon;movie;1973;151;Biography;Franklin J. Schaffner;8.0;143740
Mary Poppins;movie;1964;139;Comedy;Robert Stevenson;7.8;194751
K.G.F: Chapter 1;movie;2018;154;Action;Prashanth Neel;8.2;107331
Nobody;movie;2021;92;Action;Ilya Naishuller;7.4;374993
Captain America: The First Avenger;movie;2011;124;Action;Joe Johnston;6.9;948099
The Rock;movie;1996;136;Action;Michael Bay;7.4;373972
Fear and Loathing in Las Vegas;movie;1998;118;Adventure;Terry Gilliam;7.5;314116
Fantastic Beasts and Where to Find Them;movie;2016;132;Adventure;David Yates;7.2;531279
Wild Strawberries;movie;1957;92;Drama;Ingmar Bergman;8.1;122255
World War Z;movie;2013;116;Action;Marc Forster;7.0;765373
South Park: Bigger, Longer & Uncut;movie;1999;81;Animation;Trey Parker;7.7;222334
Ed Wood;movie;1994;127;Biography;Tim Burton;7.8;189613
Rocketry: The Nambi Effect;movie;2022;157;Biography;Madhavan;8.6;61156
Rope;movie;1948;80;Crime;Alfred Hitchcock;7.9;162331
Hereditary;movie;2018;127;Drama;Ari Aster;7.3;434701
Dumb and Dumber;movie;1994;107;Comedy;Peter Farrelly;7.3;434594
The Insider;movie;1999;157;Biography;Michael Mann;7.8;188929
Contact;movie;1997;150;Drama;Robert Zemeckis;7.5;306872
F1: The Movie;movie;2025;155;Action;Joseph Kosinski;7.7;220951
BlacKkKlansman;movie;2018;135;Biography;Spike Lee;7.5;306633
Drishyam;movie;2015;163;Crime;Nishikant Kamat;8.2;104223
The Boondock Saints;movie;1999;108;Action;Troy Duffy;7.6;259327
Iron Man 2;movie;2010;124;Action;Jon Favreau;6.9;917503
Swades;movie;2004;189;Drama;Ashutosh Gowariker;8.2;103782
Furiosa: A Mad Max Saga;movie;2024;148;Action;George Miller;7.5;304204
Persona;movie;1966;83;Drama;Ingmar Bergman;8.0;137930
American Hustle;movie;2013;138;Crime;David O. Russell;7.2;513115
Another Round;movie;2020;117;Comedy;Thomas Vinterberg;7.7;218331
Tombstone;movie;1993;130;Biography;George P. Cosmatos;7.8;186043
Fast Five;movie;2011;130;Action;Justin Lin;7.3;425862
Up in the Air;movie;2009;109;Comedy;Jason Reitman;7.4;357309
Lady Bird;movie;2017;94;Comedy;Greta Gerwig;7.4;356310
It Happened One Night;movie;1934;105;Comedy;Frank Capra;8.1;117962
Mission: Impossible;movie;1996;110;Action;Brian De Palma;7.2;507178
The Whale;movie;2022;117;Drama;Darren Aronofsky;7.6;253865
Infernal Affairs;movie;2002;101;Crime;Wai Keung Lau;8.0;136158
I, Robot;movie;2004;115;Action;Alex Proyas;7.1;603915
Face/Off;movie;1997;138;Action;John Woo;7.3;419264
21 Grams;movie;2003;124;Crime;Alejandro G. Iñárritu;7.6;251230
RRR;movie;2022;187;Action;S.S. Rajamouli;7.8;182191
Kiki's Delivery Service;movie;1989;103;Animation;Hayao Miyazaki;7.8;181630
This Is Spinal Tap;movie;1984;82;Comedy;Rob Reiner;7.9;155263
Goldfinger;movie;1964;110;Action;Guy Hamilton;7.7;211724
Speed;movie;1994;116;Action;Jan de Bont;7.3;414561
Adaptation.;movie;2002;115;Comedy;Spike Jonze;7.7;211149
Three Colors: Red;movie;1994;99;Drama;Krzysztof Kieslowski;8.1;115042
Moonlight;movie;2016;111;Drama;Barry Jenkins;7.4;345829
Killers of the Flower Moon;movie;2023;206;Crime;Martin Scorsese;7.5;291334
The 400 Blows;movie;1959;99;Crime;François Truffaut;8.0;132560
Enemy at the Gates;movie;2001;131;Action;Jean-Jacques Annaud;7.5;289219
My Father and My Son;movie;2005;112;Drama;Çagan Irmak;8.2;98835
Uncut Gems;movie;2019;135;Crime;Benny Safdie;7.4;341203
Vikram;movie;2022;175;Action;Lokesh Kanagaraj;8.3;85654
A Bronx Tale;movie;1993;121;Crime;Robert De Niro;7.8;177302
Sleepy Hollow;movie;1999;105;Fantasy;Tim Burton;7.3;404780
8½;movie;1963;138;Drama;Federico Fellini;8.0;130760
Law Abiding Citizen;movie;2009;109;Action;F. Gary Gray;7.4;338286
Blow;movie;2001;124;Biography;Ted Demme;7.5;284478
Sweeney Todd: The Demon Barber of Fleet Street;movie;2007;116;Drama;Tim Burton;7.3;401265
Letters from Iwo Jima;movie;2006;141;Action;Clint Eastwood;7.8;175115
Spartacus;movie;1960;197;Adventure;Stanley Kubrick;7.9;149603
Zero Dark Thirty;movie;2012;157;Drama;Kathryn Bigelow;7.4;334155
Nocturnal Animals;movie;2016;116;Drama;Tom Ford;7.4;332696
Prometheus;movie;2012;124;Adventure;Ridley Scott;7.0;686049
The Trial of the Chicago 7;movie;2020;129;Drama;Aaron Sorkin;7.7;202163
